institution,city,state,class,sector,enroll_men,enroll_women,sport,partic_men,partic_women,expense_men,expense_women,revenue_men,revenue_women
Mercyhurst University,Erie,PA,NCAA Division II with football,"Private nonprofit, 4-year or above",961,1335,Basketball,19,18,780006,735391,780006,735391
Mercyhurst University,Erie,PA,NCAA Division II with football,"Private nonprofit, 4-year or above",961,1335,Field Hockey,0,27,0,335185,0,335185
Mercyhurst University,Erie,PA,NCAA Division II with football,"Private nonprofit, 4-year or above",961,1335,Football,122,0,2279089,0,2279089,0
Mercyhurst University,Erie,PA,NCAA Division II with football,"Private nonprofit, 4-year or above",961,1335,Golf,10,9,123152,117199,123152,117199
Mercyhurst University,Erie,PA,NCAA Division II with football,"Private nonprofit, 4-year or above",961,1335,Ice Hockey,36,24,1495532,1489491,1495532,1489491
Mercyhurst University,Erie,PA,NCAA Division II with football,"Private nonprofit, 4-year or above",961,1335,Lacrosse,53,42,748032,478518,748032,478518
Mercyhurst University,Erie,PA,NCAA Division II with football,"Private nonprofit, 4-year or above",961,1335,Rowing,31,22,454818,326817,454818,326817
Mercyhurst University,Erie,PA,NCAA Division II with football,"Private nonprofit, 4-year or above",961,1335,Soccer,52,44,464414,605148,464414,605148
Mercyhurst University,Erie,PA,NCAA Division II with football,"Private nonprofit, 4-year or above",961,1335,Softball,0,22,0,498492,0,498492
Mercyhurst University,Erie,PA,NCAA Division II with football,"Private nonprofit, 4-year or above",961,1335,Tennis,9,8,123382,176656,123382,176656
Mercyhurst University,Erie,PA,NCAA Division II with football,"Private nonprofit, 4-year or above",961,1335,"Track and Field, X-Country",16,11,94232,163213,94232,163213
Mercyhurst University,Erie,PA,NCAA Division II with football,"Private nonprofit, 4-year or above",961,1335,Volleyball,0,19,0,405222,0,405222
Mercyhurst University,Erie,PA,NCAA Division II with football,"Private nonprofit, 4-year or above",961,1335,Water Polo,14,14,155111,156997,155111,156997
Mercyhurst University,Erie,PA,NCAA Division II with football,"Private nonprofit, 4-year or above",961,1335,Wrestling,37,0,507708,0,507708,0
Mercyhurst University,Erie,PA,NCAA Division II with football,"Private nonprofit, 4-year or above",961,1335,Bowling,0,9,0,113092,0,113092
Messiah University,Mechanicsburg,PA,NCAA Division III without football,"Private nonprofit, 4-year or above",970,1453,Baseball,37,0,96177,0,107880,0
Messiah University,Mechanicsburg,PA,NCAA Division III without football,"Private nonprofit, 4-year or above",970,1453,Basketball,12,17,116056,115264,117656,156771
Messiah University,Mechanicsburg,PA,NCAA Division III without football,"Private nonprofit, 4-year or above",970,1453,All Track Combined,101,136,75410,84587,97748,97748
Messiah University,Mechanicsburg,PA,NCAA Division III without football,"Private nonprofit, 4-year or above",970,1453,Field Hockey,0,21,0,62609,0,82868
Messiah University,Mechanicsburg,PA,NCAA Division III without football,"Private nonprofit, 4-year or above",970,1453,Lacrosse,29,25,78515,99187,116593,116056
Messiah University,Mechanicsburg,PA,NCAA Division III without football,"Private nonprofit, 4-year or above",970,1453,Soccer,23,22,112213,87818,116350,103910
Messiah University,Mechanicsburg,PA,NCAA Division III without football,"Private nonprofit, 4-year or above",970,1453,Softball,0,17,0,107300,0,115486
Messiah University,Mechanicsburg,PA,NCAA Division III without football,"Private nonprofit, 4-year or above",970,1453,Swimming,12,13,29825,32311,33249,33249
Messiah University,Mechanicsburg,PA,NCAA Division III without football,"Private nonprofit, 4-year or above",970,1453,Tennis,9,10,11167,8549,15543,16643
Messiah University,Mechanicsburg,PA,NCAA Division III without football,"Private nonprofit, 4-year or above",970,1453,Volleyball,13,13,31795,62695,43778,81323
Messiah University,Mechanicsburg,PA,NCAA Division III without football,"Private nonprofit, 4-year or above",970,1453,Wrestling,34,0,86712,0,113442,0
Millersville University of Pennsylvania,Millersville,PA,NCAA Division II with football,"Public, 4-year or above",2150,2918,Baseball,41,0,361672,0,361672,0
Millersville University of Pennsylvania,Millersville,PA,NCAA Division II with football,"Public, 4-year or above",2150,2918,All Track Combined,0,52,0,287272,0,287272
Millersville University of Pennsylvania,Millersville,PA,NCAA Division II with football,"Public, 4-year or above",2150,2918,Golf,11,7,98021,62637,98021,62637
Millersville University of Pennsylvania,Millersville,PA,NCAA Division II with football,"Public, 4-year or above",2150,2918,Lacrosse,0,22,0,165735,0,165735
Millersville University of Pennsylvania,Millersville,PA,NCAA Division II with football,"Public, 4-year or above",2150,2918,Softball,0,24,0,233126,0,233126
Millersville University of Pennsylvania,Millersville,PA,NCAA Division II with football,"Public, 4-year or above",2150,2918,Swimming,0,10,0,88833,0,88833
Millersville University of Pennsylvania,Millersville,PA,NCAA Division II with football,"Public, 4-year or above",2150,2918,Tennis,9,10,63201,70692,63201,70692
Misericordia University,Dallas,PA,NCAA Division III with football,"Private nonprofit, 4-year or above",521,952,Baseball,37,0,160630,0,160660,0
Misericordia University,Dallas,PA,NCAA Division III with football,"Private nonprofit, 4-year or above",521,952,Basketball,0,16,0,72133,0,72163
Misericordia University,Dallas,PA,NCAA Division III with football,"Private nonprofit, 4-year or above",521,952,All Track Combined,61,89,95846,110647,95846,110647
Misericordia University,Dallas,PA,NCAA Division III with football,"Private nonprofit, 4-year or above",521,952,Field Hockey,0,21,0,58783,0,58783
Misericordia University,Dallas,PA,NCAA Division III with football,"Private nonprofit, 4-year or above",521,952,Football,73,0,220221,0,220251,0
Misericordia University,Dallas,PA,NCAA Division III with football,"Private nonprofit, 4-year or above",521,952,Golf,9,8,15208,14821,15238,14851
Misericordia University,Dallas,PA,NCAA Division III with football,"Private nonprofit, 4-year or above",521,952,Lacrosse,24,21,85418,63724,85418,63754
Misericordia University,Dallas,PA,NCAA Division III with football,"Private nonprofit, 4-year or above",521,952,Soccer,29,17,60942,67077,60942,67077
Misericordia University,Dallas,PA,NCAA Division III with football,"Private nonprofit, 4-year or above",521,952,Softball,0,25,0,74943,0,74943
Misericordia University,Dallas,PA,NCAA Division III with football,"Private nonprofit, 4-year or above",521,952,Swimming,9,16,39628,39667,39628,39697
Misericordia University,Dallas,PA,NCAA Division III with football,"Private nonprofit, 4-year or above",521,952,Tennis,6,16,13828,19105,13828,19045
Misericordia University,Dallas,PA,NCAA Division III with football,"Private nonprofit, 4-year or above",521,952,Volleyball,19,16,67156,52259,67156,52259
Montgomery County Community College,Blue Bell,PA,NJCAA Division III,"Public, 2-year",1348,1461,Baseball,22,0,22966,0,36966,0
Montgomery County Community College,Blue Bell,PA,NJCAA Division III,"Public, 2-year",1348,1461,Soccer,0,14,0,16700,0,27700
Montgomery County Community College,Blue Bell,PA,NJCAA Division III,"Public, 2-year",1348,1461,Softball,0,15,0,15900,0,26900
Montgomery County Community College,Blue Bell,PA,NJCAA Division III,"Public, 2-year",1348,1461,Other Sports,0,0,0,0,0,0
Moravian College,Bethlehem,PA,NCAA Division III with football,"Private nonprofit, 4-year or above",737,1119,Baseball,42,0,136669,0,158055,0
Moravian College,Bethlehem,PA,NCAA Division III with football,"Private nonprofit, 4-year or above",737,1119,Basketball,16,18,146681,158718,167378,169085
Moravian College,Bethlehem,PA,NCAA Division III with football,"Private nonprofit, 4-year or above",737,1119,Golf,7,0,21199,0,40786,0
Moravian College,Bethlehem,PA,NCAA Division III with football,"Private nonprofit, 4-year or above",737,1119,Lacrosse,38,24,114749,103015,121903,105633
Moravian College,Bethlehem,PA,NCAA Division III with football,"Private nonprofit, 4-year or above",737,1119,Softball,0,19,0,144288,0,157474
Moravian College,Bethlehem,PA,NCAA Division III with football,"Private nonprofit, 4-year or above",737,1119,Tennis,7,11,53251,44909,55014,46172
Moravian College,Bethlehem,PA,NCAA Division III with football,"Private nonprofit, 4-year or above",737,1119,"Track and Field, Outdoor",38,36,84746,83422,90252,88928
Mount Aloysius College,Cresson,PA,NCAA Division III without football,"Private nonprofit, 4-year or above",272,644,Baseball,39,0,59085,0,59085,0
Mount Aloysius College,Cresson,PA,NCAA Division III without football,"Private nonprofit, 4-year or above",272,644,Basketball,12,10,40064,26113,40064,26113
Mount Aloysius College,Cresson,PA,NCAA Division III without football,"Private nonprofit, 4-year or above",272,644,Golf,8,0,14392,0,14392,0
Mount Aloysius College,Cresson,PA,NCAA Division III without football,"Private nonprofit, 4-year or above",272,644,Lacrosse,0,16,0,26707,0,26707
Mount Aloysius College,Cresson,PA,NCAA Division III without football,"Private nonprofit, 4-year or above",272,644,Soccer,22,24,47765,57590,47765,57590
Mount Aloysius College,Cresson,PA,NCAA Division III without football,"Private nonprofit, 4-year or above",272,644,Softball,0,16,0,32071,0,32071
Mount Aloysius College,Cresson,PA,NCAA Division III without football,"Private nonprofit, 4-year or above",272,644,Tennis,7,5,11435,8908,11435,8908
Mount Aloysius College,Cresson,PA,NCAA Division III without football,"Private nonprofit, 4-year or above",272,644,"Track and Field, X-Country",7,7,5854,5753,5854,5753
Mount Aloysius College,Cresson,PA,NCAA Division III without football,"Private nonprofit, 4-year or above",272,644,Volleyball,0,12,0,25763,0,25763
Mount Aloysius College,Cresson,PA,NCAA Division III without football,"Private nonprofit, 4-year or above",272,644,Bowling,0,8,0,16219,0,16219
Muhlenberg College,Allentown,PA,NCAA Division III with football,"Private nonprofit, 4-year or above",791,1223,Baseball,40,0,108589,0,130551,0
Muhlenberg College,Allentown,PA,NCAA Division III with football,"Private nonprofit, 4-year or above",791,1223,Basketball,12,11,91150,97602,94017,112586
Muhlenberg College,Allentown,PA,NCAA Division III with football,"Private nonprofit, 4-year or above",791,1223,All Track Combined,68,33,86381,70195,85180,69612
Muhlenberg College,Allentown,PA,NCAA Division III with football,"Private nonprofit, 4-year or above",791,1223,Field Hockey,0,21,0,99500,0,109412
Muhlenberg College,Allentown,PA,NCAA Division III with football,"Private nonprofit, 4-year or above",791,1223,Football,98,0,364340,0,422645,0
Muhlenberg College,Allentown,PA,NCAA Division III with football,"Private nonprofit, 4-year or above",791,1223,Golf,8,2,17945,8540,27413,10907
Muhlenberg College,Allentown,PA,NCAA Division III with football,"Private nonprofit, 4-year or above",791,1223,Lacrosse,42,25,181824,128890,220917,139663
Muhlenberg College,Allentown,PA,NCAA Division III with football,"Private nonprofit, 4-year or above",791,1223,Soccer,28,33,102014,79488,199257,91794
Muhlenberg College,Allentown,PA,NCAA Division III with football,"Private nonprofit, 4-year or above",791,1223,Softball,0,26,0,89799,0,101658
Muhlenberg College,Allentown,PA,NCAA Division III with football,"Private nonprofit, 4-year or above",791,1223,Tennis,8,7,22864,20972,25699,23453
Muhlenberg College,Allentown,PA,NCAA Division III with football,"Private nonprofit, 4-year or above",791,1223,Volleyball,0,12,0,70915,0,74175
Muhlenberg College,Allentown,PA,NCAA Division III with football,"Private nonprofit, 4-year or above",791,1223,Wrestling,28,0,67927,0,100281,0
Neumann University,Aston,PA,NCAA Division III without football,"Private nonprofit, 4-year or above",525,916,Baseball,38,0,73536,0,73536,0
Neumann University,Aston,PA,NCAA Division III without football,"Private nonprofit, 4-year or above",525,916,Basketball,16,15,50084,34795,50084,34795
Neumann University,Aston,PA,NCAA Division III without football,"Private nonprofit, 4-year or above",525,916,Field Hockey,0,23,0,32147,0,32147
Neumann University,Aston,PA,NCAA Division III without football,"Private nonprofit, 4-year or above",525,916,Golf,10,3,24863,7459,24863,7459
Neumann University,Aston,PA,NCAA Division III without football,"Private nonprofit, 4-year or above",525,916,Ice Hockey,27,27,90387,72915,90387,72915
Neumann University,Aston,PA,NCAA Division III without football,"Private nonprofit, 4-year or above",525,916,Lacrosse,37,20,98168,51374,98168,51374
Neumann University,Aston,PA,NCAA Division III without football,"Private nonprofit, 4-year or above",525,916,Soccer,17,26,40368,32998,40368,32998
Neumann University,Aston,PA,NCAA Division III without football,"Private nonprofit, 4-year or above",525,916,Softball,0,17,0,47452,0,47452
Neumann University,Aston,PA,NCAA Division III without football,"Private nonprofit, 4-year or above",525,916,Tennis,6,7,9878,11541,9878,11541
Neumann University,Aston,PA,NCAA Division III without football,"Private nonprofit, 4-year or above",525,916,"Track and Field, Outdoor",4,5,14362,17952,14362,17952
Neumann University,Aston,PA,NCAA Division III without football,"Private nonprofit, 4-year or above",525,916,Volleyball,10,12,19110,39984,19110,39984
Northampton County Area Community College,Bethlehem,PA,NJCAA Division III,"Public, 2-year",1526,2045,Baseball,30,0,44865,0,44865,0
Northampton County Area Community College,Bethlehem,PA,NJCAA Division III,"Public, 2-year",1526,2045,Softball,0,11,0,30272,0,30272
Northampton County Area Community College,Bethlehem,PA,NJCAA Division III,"Public, 2-year",1526,2045,Tennis,0,5,0,10505,0,10505
University of Pennsylvania,Philadelphia,PA,NCAA Division I-FCS,"Private nonprofit, 4-year or above",4544,5370,Baseball,34,0,303178,0,303178,0
University of Pennsylvania,Philadelphia,PA,NCAA Division I-FCS,"Private nonprofit, 4-year or above",4544,5370,All Track Combined,103,103,377218,386101,377218,386101
University of Pennsylvania,Philadelphia,PA,NCAA Division I-FCS,"Private nonprofit, 4-year or above",4544,5370,Lacrosse,48,25,617430,542063,617430,542063
University of Pennsylvania,Philadelphia,PA,NCAA Division I-FCS,"Private nonprofit, 4-year or above",4544,5370,Rowing,34,50,354593,265031,354593,265031
University of Pennsylvania,Philadelphia,PA,NCAA Division I-FCS,"Private nonprofit, 4-year or above",4544,5370,Softball,0,22,0,257110,0,257110
University of Pennsylvania,Philadelphia,PA,NCAA Division I-FCS,"Private nonprofit, 4-year or above",4544,5370,Tennis,9,10,183891,139869,183891,139869
University of Pennsylvania,Philadelphia,PA,NCAA Division I-FCS,"Private nonprofit, 4-year or above",4544,5370,Other Sports,43,0,257595,0,257595,0
Cairn University-Langhorne,Langhorne,PA,NCAA Division III without football,"Private nonprofit, 4-year or above",382,450,Baseball,33,0,44992,0,44992,0
Cairn University-Langhorne,Langhorne,PA,NCAA Division III without football,"Private nonprofit, 4-year or above",382,450,Basketball,16,9,71647,45146,71647,45146
Cairn University-Langhorne,Langhorne,PA,NCAA Division III without football,"Private nonprofit, 4-year or above",382,450,Golf,5,0,10813,0,10813,0
Cairn University-Langhorne,Langhorne,PA,NCAA Division III without football,"Private nonprofit, 4-year or above",382,450,Lacrosse,14,0,64896,0,64896,0
Cairn University-Langhorne,Langhorne,PA,NCAA Division III without football,"Private nonprofit, 4-year or above",382,450,Softball,0,12,0,24230,0,24230
Cairn University-Langhorne,Langhorne,PA,NCAA Division III without football,"Private nonprofit, 4-year or above",382,450,Tennis,0,7,0,34291,0,34291
Cairn University-Langhorne,Langhorne,PA,NCAA Division III without football,"Private nonprofit, 4-year or above",382,450,Volleyball,12,0,14932,0,14932,0
University of the Sciences,Philadelphia,PA,NCAA Division II with football,"Private nonprofit, 4-year or above",473,909,Baseball,42,0,320493,0,320493,0
University of the Sciences,Philadelphia,PA,NCAA Division II with football,"Private nonprofit, 4-year or above",473,909,Golf,4,0,28718,0,28718,0
University of the Sciences,Philadelphia,PA,NCAA Division II with football,"Private nonprofit, 4-year or above",473,909,Softball,0,20,0,197531,0,197531
University of the Sciences,Philadelphia,PA,NCAA Division II with football,"Private nonprofit, 4-year or above",473,909,Tennis,8,8,112247,90498,112247,90498
University of the Sciences,Philadelphia,PA,NCAA Division II with football,"Private nonprofit, 4-year or above",473,909,"Track and Field, Outdoor",15,18,77514,94863,77514,94863
University of Pittsburgh-Bradford,Bradford,PA,NCAA Division III without football,"Public, 4-year or above",525,727,Baseball,27,0,163181,0,163181,0
University of Pittsburgh-Bradford,Bradford,PA,NCAA Division III without football,"Public, 4-year or above",525,727,Golf,6,0,24702,0,24702,0
University of Pittsburgh-Bradford,Bradford,PA,NCAA Division III without football,"Public, 4-year or above",525,727,Softball,0,24,0,144751,0,144751
University of Pittsburgh-Greensburg,Greensburg,PA,NCAA Division III without football,"Public, 4-year or above",570,760,Baseball,30,0,98389,0,107251,0
University of Pittsburgh-Greensburg,Greensburg,PA,NCAA Division III without football,"Public, 4-year or above",570,760,Basketball,13,14,47140,41307,47612,45885
University of Pittsburgh-Greensburg,Greensburg,PA,NCAA Division III without football,"Public, 4-year or above",570,760,Golf,6,0,13642,0,13822,0
University of Pittsburgh-Greensburg,Greensburg,PA,NCAA Division III without football,"Public, 4-year or above",570,760,Soccer,21,23,27860,44275,30553,44475
University of Pittsburgh-Greensburg,Greensburg,PA,NCAA Division III without football,"Public, 4-year or above",570,760,Softball,0,18,0,67809,0,67909
University of Pittsburgh-Greensburg,Greensburg,PA,NCAA Division III without football,"Public, 4-year or above",570,760,Tennis,10,10,9993,10471,9993,10471
University of Pittsburgh-Greensburg,Greensburg,PA,NCAA Division III without football,"Public, 4-year or above",570,760,Volleyball,0,13,0,21103,0,22846
University of Pittsburgh-Greensburg,Greensburg,PA,NCAA Division III without football,"Public, 4-year or above",570,760,Bowling,0,6,0,13311,0,13311
University of Pittsburgh-Johnstown,Johnstown,PA,NCAA Division II without football,"Public, 4-year or above",1291,1003,Baseball,39,0,237157,0,237157,0
University of Pittsburgh-Johnstown,Johnstown,PA,NCAA Division II without football,"Public, 4-year or above",1291,1003,Basketball,15,15,308469,243374,308469,243374
University of Pittsburgh-Johnstown,Johnstown,PA,NCAA Division II without football,"Public, 4-year or above",1291,1003,All Track Combined,91,53,105074,93750,105074,93750
University of Pittsburgh-Johnstown,Johnstown,PA,NCAA Division II without football,"Public, 4-year or above",1291,1003,Golf,10,0,49889,0,49889,0
University of Pittsburgh-Johnstown,Johnstown,PA,NCAA Division II without football,"Public, 4-year or above",1291,1003,Soccer,0,31,0,204021,0,204021
University of Pittsburgh-Johnstown,Johnstown,PA,NCAA Division II without football,"Public, 4-year or above",1291,1003,Softball,0,21,0,216418,0,216418
University of Pittsburgh-Johnstown,Johnstown,PA,NCAA Division II without football,"Public, 4-year or above",1291,1003,Volleyball,0,13,0,187435,0,187435
University of Pittsburgh-Johnstown,Johnstown,PA,NCAA Division II without football,"Public, 4-year or above",1291,1003,Wrestling,43,0,290407,0,290407,0
University of Pittsburgh-Pittsburgh Campus,Pittsburgh,PA,NCAA Division I-FBS,"Public, 4-year or above",8318,9938,Baseball,37,0,2086999,0,2086999,0
University of Pittsburgh-Pittsburgh Campus,Pittsburgh,PA,NCAA Division I-FBS,"Public, 4-year or above",8318,9938,Basketball,17,23,7960631,3396860,9375767,3396860
University of Pittsburgh-Pittsburgh Campus,Pittsburgh,PA,NCAA Division I-FBS,"Public, 4-year or above",8318,9938,All Track Combined,71,116,1283419,1466759,1283419,1466759
University of Pittsburgh-Pittsburgh Campus,Pittsburgh,PA,NCAA Division I-FBS,"Public, 4-year or above",8318,9938,Football,118,0,29347500,0,29347500,0
University of Pittsburgh-Pittsburgh Campus,Pittsburgh,PA,NCAA Division I-FBS,"Public, 4-year or above",8318,9938,Gymnastics,0,20,0,1715038,0,1715038
University of Pittsburgh-Pittsburgh Campus,Pittsburgh,PA,NCAA Division I-FBS,"Public, 4-year or above",8318,9938,Soccer,29,30,1666104,1513748,1666104,1513748
University of Pittsburgh-Pittsburgh Campus,Pittsburgh,PA,NCAA Division I-FBS,"Public, 4-year or above",8318,9938,Softball,0,23,0,1512197,0,1512197
University of Pittsburgh-Pittsburgh Campus,Pittsburgh,PA,NCAA Division I-FBS,"Public, 4-year or above",8318,9938,Swimming,31,31,1244035,1407122,1244035,1407122
University of Pittsburgh-Pittsburgh Campus,Pittsburgh,PA,NCAA Division I-FBS,"Public, 4-year or above",8318,9938,Volleyball,0,14,0,1952107,0,1952107
University of Pittsburgh-Pittsburgh Campus,Pittsburgh,PA,NCAA Division I-FBS,"Public, 4-year or above",8318,9938,Wrestling,33,0,1334708,0,1334708,0
Point Park University,Pittsburgh,PA,"NAIA Division II","Private nonprofit, 4-year or above",905,1505,Baseball,70,0,790436,0,791437,0
Point Park University,Pittsburgh,PA,"NAIA Division II","Private nonprofit, 4-year or above",905,1505,Basketball,42,21,424312,217746,440842,218796
Point Park University,Pittsburgh,PA,"NAIA Division II","Private nonprofit, 4-year or above",905,1505,All Track Combined,79,64,301028,273881,301028,273881
Point Park University,Pittsburgh,PA,"NAIA Division II","Private nonprofit, 4-year or above",905,1505,Golf,7,7,36994,51948,37234,51948
Point Park University,Pittsburgh,PA,"NAIA Division II","Private nonprofit, 4-year or above",905,1505,Soccer,29,32,288194,288060,288694,288460
Point Park University,Pittsburgh,PA,"NAIA Division II","Private nonprofit, 4-year or above",905,1505,Softball,0,21,0,247269,0,247719
Point Park University,Pittsburgh,PA,"NAIA Division II","Private nonprofit, 4-year or above",905,1505,Volleyball,0,11,0,202489,0,203133
Point Park University,Pittsburgh,PA,"NAIA Division II","Private nonprofit, 4-year or above",905,1505,Other Sports,0,13,0,57348,0,57348
Robert Morris University,Moon Township,PA,NCAA Division I-FCS,"Private nonprofit, 4-year or above",1690,1380,Basketball,17,18,1832450,1301497,1832450,1301497
Robert Morris University,Moon Township,PA,NCAA Division I-FCS,"Private nonprofit, 4-year or above",1690,1380,All Track Combined,0,66,0,571200,0,571200
Robert Morris University,Moon Township,PA,NCAA Division I-FCS,"Private nonprofit, 4-year or above",1690,1380,Football,112,0,3038496,0,3038496,0
Robert Morris University,Moon Township,PA,NCAA Division I-FCS,"Private nonprofit, 4-year or above",1690,1380,Golf,13,0,256861,0,256861,0
Robert Morris University,Moon Township,PA,NCAA Division I-FCS,"Private nonprofit, 4-year or above",1690,1380,Ice Hockey,29,23,1319748,1283400,1319748,1283400
Robert Morris University,Moon Township,PA,NCAA Division I-FCS,"Private nonprofit, 4-year or above",1690,1380,Lacrosse,48,38,798627,807451,798627,807451
Robert Morris University,Moon Township,PA,NCAA Division I-FCS,"Private nonprofit, 4-year or above",1690,1380,Rowing,0,46,0,570255,0,570255
Robert Morris University,Moon Township,PA,NCAA Division I-FCS,"Private nonprofit, 4-year or above",1690,1380,Soccer,29,29,607908,695581,607908,695581
Robert Morris University,Moon Township,PA,NCAA Division I-FCS,"Private nonprofit, 4-year or above",1690,1380,Softball,0,20,0,703543,0,703543
Robert Morris University,Moon Township,PA,NCAA Division I-FCS,"Private nonprofit, 4-year or above",1690,1380,Volleyball,0,16,0,577028,0,577028
Rosemont College,Rosemont,PA,NCAA Division III without football,"Private nonprofit, 4-year or above",142,231,Golf,8,0,26404,0,26404,0
Rosemont College,Rosemont,PA,NCAA Division III without football,"Private nonprofit, 4-year or above",142,231,Lacrosse,16,0,21383,0,21383,0
Rosemont College,Rosemont,PA,NCAA Division III without football,"Private nonprofit, 4-year or above",142,231,Softball,0,14,0,49210,0,49210
Rosemont College,Rosemont,PA,NCAA Division III without football,"Private nonprofit, 4-year or above",142,231,Tennis,0,10,0,7543,0,7543
Saint Francis University,Loretto,PA,NCAA Division I-FCS,"Private nonprofit, 4-year or above",571,897,Basketball,17,16,1571791,1332699,1571791,1332699
Saint Francis University,Loretto,PA,NCAA Division I-FCS,"Private nonprofit, 4-year or above",571,897,Field Hockey,0,25,0,548516,0,548516
Saint Francis University,Loretto,PA,NCAA Division I-FCS,"Private nonprofit, 4-year or above",571,897,Golf,10,12,201406,264523,201406,264523
Saint Francis University,Loretto,PA,NCAA Division I-FCS,"Private nonprofit, 4-year or above",571,897,Lacrosse,0,27,0,519958,0,519958
Saint Francis University,Loretto,PA,NCAA Division I-FCS,"Private nonprofit, 4-year or above",571,897,Soccer,29,25,502283,526279,502283,526279
Saint Francis University,Loretto,PA,NCAA Division I-FCS,"Private nonprofit, 4-year or above",571,897,Softball,0,20,0,663503,0,663503
Saint Francis University,Loretto,PA,NCAA Division I-FCS,"Private nonprofit, 4-year or above",571,897,Swimming,0,25,0,512253,0,512253
Saint Francis University,Loretto,PA,NCAA Division I-FCS,"Private nonprofit, 4-year or above",571,897,Tennis,9,7,209094,239285,209094,239285
Saint Francis University,Loretto,PA,NCAA Division I-FCS,"Private nonprofit, 4-year or above",571,897,"Track and Field, Outdoor",41,43,423210,608559,423210,608559
Saint Francis University,Loretto,PA,NCAA Division I-FCS,"Private nonprofit, 4-year or above",571,897,Volleyball,23,20,352656,542461,352656,542461
Saint Francis University,Loretto,PA,NCAA Division I-FCS,"Private nonprofit, 4-year or above",571,897,Water Polo,0,19,0,335227,0,335227
Saint Francis University,Loretto,PA,NCAA Division I-FCS,"Private nonprofit, 4-year or above",571,897,Bowling,0,10,0,250343,0,250343
Saint Joseph's University,Philadelphia,PA,NCAA Division I without football,"Private nonprofit, 4-year or above",1836,2107,Baseball,39,0,964126,0,964126,0
Saint Joseph's University,Philadelphia,PA,NCAA Division I without football,"Private nonprofit, 4-year or above",1836,2107,Basketball,16,13,4137001,2380480,4137001,2380480
Saint Joseph's University,Philadelphia,PA,NCAA Division I without football,"Private nonprofit, 4-year or above",1836,2107,All Track Combined,104,82,773940,726932,773940,726932
Saint Joseph's University,Philadelphia,PA,NCAA Division I without football,"Private nonprofit, 4-year or above",1836,2107,Field Hockey,0,26,0,808614,0,808614
Saint Joseph's University,Philadelphia,PA,NCAA Division I without football,"Private nonprofit, 4-year or above",1836,2107,Golf,9,0,160697,0,160697,0
Saint Joseph's University,Philadelphia,PA,NCAA Division I without football,"Private nonprofit, 4-year or above",1836,2107,Lacrosse,61,39,1466808,1126210,1466808,1126210
Saint Joseph's University,Philadelphia,PA,NCAA Division I without football,"Private nonprofit, 4-year or above",1836,2107,Rowing,41,34,406725,510411,406725,510411
Saint Joseph's University,Philadelphia,PA,NCAA Division I without football,"Private nonprofit, 4-year or above",1836,2107,Soccer,25,29,735033,905374,735033,905374
Saint Joseph's University,Philadelphia,PA,NCAA Division I without football,"Private nonprofit, 4-year or above",1836,2107,Softball,0,22,0,853451,0,853451
Saint Joseph's University,Philadelphia,PA,NCAA Division I without football,"Private nonprofit, 4-year or above",1836,2107,Tennis,9,10,219845,220069,219845,220069
Saint Vincent College,Latrobe,PA,NCAA Division III with football,"Private nonprofit, 4-year or above",779,631,Baseball,49,0,155962,0,155962,0
Saint Vincent College,Latrobe,PA,NCAA Division III with football,"Private nonprofit, 4-year or above",779,631,Basketball,18,12,193972,137609,193972,137609
Saint Vincent College,Latrobe,PA,NCAA Division III with football,"Private nonprofit, 4-year or above",779,631,All Track Combined,35,17,66739,111344,66739,111344
Saint Vincent College,Latrobe,PA,NCAA Division III with football,"Private nonprofit, 4-year or above",779,631,Football,80,0,508070,0,508070,0
Saint Vincent College,Latrobe,PA,NCAA Division III with football,"Private nonprofit, 4-year or above",779,631,Golf,11,4,41902,29598,41902,29598
Saint Vincent College,Latrobe,PA,NCAA Division III with football,"Private nonprofit, 4-year or above",779,631,Lacrosse,35,19,118959,60219,118959,60219
Saint Vincent College,Latrobe,PA,NCAA Division III with football,"Private nonprofit, 4-year or above",779,631,Soccer,27,18,57570,55904,57570,55904
Saint Vincent College,Latrobe,PA,NCAA Division III with football,"Private nonprofit, 4-year or above",779,631,Softball,0,20,0,79084,0,79084
Saint Vincent College,Latrobe,PA,NCAA Division III with football,"Private nonprofit, 4-year or above",779,631,Swimming,13,16,53957,44446,53957,44446
Saint Vincent College,Latrobe,PA,NCAA Division III with football,"Private nonprofit, 4-year or above",779,631,Tennis,9,7,30083,33846,30083,33846
Saint Vincent College,Latrobe,PA,NCAA Division III with football,"Private nonprofit, 4-year or above",779,631,Volleyball,11,17,41034,64619,41034,64619
Saint Vincent College,Latrobe,PA,NCAA Division III with football,"Private nonprofit, 4-year or above",779,631,Bowling,0,9,0,25258,0,25258
University of Scranton,Scranton,PA,NCAA Division III without football,"Private nonprofit, 4-year or above",1438,2060,Baseball,53,0,224256,0,224256,0
University of Scranton,Scranton,PA,NCAA Division III without football,"Private nonprofit, 4-year or above",1438,2060,Basketball,16,14,263649,233515,263649,233515
University of Scranton,Scranton,PA,NCAA Division III without football,"Private nonprofit, 4-year or above",1438,2060,Field Hockey,0,29,0,129021,0,129021
University of Scranton,Scranton,PA,NCAA Division III without football,"Private nonprofit, 4-year or above",1438,2060,Golf,19,8,31618,13361,31618,13361
